dgp,eta,gamma,n,corr,std_ratio,mad_ann_pct,skew_mv,skew_cr,corner_mv,corner_cr,weight_corr,on_diagonal
Gaussian (GBM),5.0,20.0,200,0.9645747760483394,0.5725411860254896,23.104912657282274,-0.049391757208922304,-0.020065654844258502,0.0905,0.028,0.947499998745713,False
Gaussian (GBM),10.0,1.0,200,0.809616356199088,8.08756303301354,351.8462104229667,-0.06085047087602336,0.8773235456162223,0.0275,0.6635,0.5751600775741234,False
Gaussian (GBM),10.0,2.0,200,0.874873509667411,6.3968737587486695,266.2667812293809,-0.06085047087602336,0.7324888151716735,0.0275,0.4755,0.6643506302797075,False
Gaussian (GBM),10.0,5.0,200,0.9540873753982463,3.5654306374010356,128.03468187250576,-0.06085047087602336,0.14196087538815713,0.0275,0.2155,0.8250015703230564,False
Gaussian (GBM),10.0,10.0,200,0.9845949802803639,1.9435207520100686,48.022665805286486,-0.06085047087602336,-0.019820019728287494,0.0275,0.0905,0.9434458315566078,False
Gaussian (GBM),10.0,20.0,200,0.9984268836815673,1.0157521965372798,2.6455726518626426,-0.06085047087602336,-0.030233742085168394,0.0275,0.028,0.9993803425647385,True
Gaussian (GBM),20.0,1.0,200,0.8030694018115252,16.129464640322684,749.4175493416872,-0.06840675781535087,0.8752071464207828,0.005,0.6635,0.4230401088701523,False
Gaussian (GBM),20.0,2.0,200,0.8671905120377422,12.75669198998153,579.5345616150972,-0.06840675781535087,0.7296518654046462,0.005,0.4755,0.5079577992899852,False
Gaussian (GBM),20.0,5.0,200,0.9425202491887354,7.10793627968304,304.4179224013268,-0.06840675781535087,0.13865870795208407,0.005,0.2155,0.6729320884855077,False
Gaussian (GBM),20.0,10.0,200,0.9687150431209479,3.861331561582946,145.04333780717147,-0.06840675781535087,-0.02881127876851291,0.005,0.0905,0.8170270261985791,False
Gaussian (GBM),20.0,20.0,200,0.9857918292876544,1.9804340335677657,51.16118339146501,-0.06840675781535087,-0.043925122620346174,0.005,0.028,0.9418624524019781,False
Student-t (nu=5),1.0,1.0,150,0.965203951221005,1.2645144113242555,10.339319290015856,0.7488795882176003,0.8485260905434403,0.4646666666666667,0.654,0.9600639678510338,False
Student-t (nu=5),1.0,2.0,150,0.99942966682709,1.0081098137424853,0.7310459836944887,0.7488795882176003,0.7839000567721233,0.4646666666666667,0.4533333333333333,0.9995475501813168,True
Student-t (nu=5),1.0,5.0,150,0.9378396980046139,0.595336412498296,14.747344406038867,0.7488795882176003,0.3057558353164615,0.4646666666666667,0.20866666666666667,0.9170539121924499,False
Student-t (nu=5),1.0,10.0,150,0.8114940656808385,0.39830731145763404,22.6751001936889,0.7488795882176003,0.15655092363960513,0.4646666666666667,0.09333333333333334,0.7963292147038822,False
Student-t (nu=5),1.0,20.0,150,0.6162719125212042,0.32246332726158916,27.178188881235158,0.7488795882176003,-0.04419916652334139,0.4646666666666667,0.03,0.6515859672168935,False
Student-t (nu=5),2.0,1.0,150,0.8984972993497589,1.9667639689507173,42.92753175995318,0.2781752490184527,0.9032799014129687,0.25533333333333336,0.654,0.8620059568028636,False
Student-t (nu=5),2.0,2.0,150,0.9627868556410242,1.548318754172723,23.780191440927005,0.2781752490184527,0.8332267437075542,0.25533333333333336,0.4533333333333333,0.9452213170565219,False
Student-t (nu=5),2.0,5.0,150,0.9953707857790207,0.8546580552164291,6.511737979363228,0.2781752490184527,0.26473326138963466,0.25533333333333336,0.20866666666666667,0.9936066731305742,False
Student-t (nu=5),2.0,10.0,150,0.9445913220265122,0.48406878506099954,22.760198715161483,0.2781752490184527,0.16934107880519225,0.25533333333333336,0.09333333333333334,0.9168635840028379,False
Student-t (nu=5),2.0,20.0,150,0.7926985680021964,0.3084637090733992,31.933435449279305,0.2781752490184527,0.04190658901560029,0.25533333333333336,0.03,0.7874082699122563,False
Student-t (nu=5),5.0,1.0,150,0.8523791936068896,4.512904381070596,161.41750286385752,0.09450701663329414,0.924238324817203,0.09333333333333334,0.654,0.6940720909167296,False
Student-t (nu=5),5.0,2.0,150,0.9181105454456222,3.5468907795616365,115.22416657077882,0.09450701663329414,0.8555581620157702,0.09333333333333334,0.4533333333333333,0.7894141557842143,False
Student-t (nu=5),5.0,5.0,150,0.982902373305393,1.9303453653860518,41.971945178944345,0.09450701663329414,0.259851164735452,0.09333333333333334,0.20866666666666667,0.9427836084197442,False
Student-t (nu=5),5.0,10.0,150,0.9981139252937797,1.0256988815480166,2.56603778758097,0.09450701663329414,0.1589852185256501,0.09333333333333334,0.09333333333333334,0.9990174456830349,True
Student-t (nu=5),5.0,20.0,150,0.9739116510661319,0.5409570508436532,22.613283452067495,0.09450701663329414,0.10237986342338161,0.09333333333333334,0.03,0.9458590187149912,False
Student-t (nu=5),10.0,1.0,150,0.840066087710043,8.910112942051342,365.92250331718947,0.08005472294755943,0.931824331913888,0.030666666666666665,0.654,0.5467195262554632,False
Student-t (nu=5),10.0,2.0,150,0.9044814371201949,7.005656224270154,274.6704040985931,0.08005472294755943,0.8670588145814558,0.030666666666666665,0.4533333333333333,0.6416024508355087,False
Student-t (nu=5),10.0,5.0,150,0.9679674859009262,3.816009590032189,129.2624722295161,0.08005472294755943,0.2698254299489337,0.030666666666666665,0.20866666666666667,0.8195495516387931,False
Student-t (nu=5),10.0,10.0,150,0.988271950247734,2.0196271688523697,48.12014617612791,0.08005472294755943,0.17506709820568647,0.030666666666666665,0.09333333333333334,0.9386163474974035,False
Student-t (nu=5),10.0,20.0,150,0.9966216528499382,1.0297813530908326,3.6531401692300403,0.08005472294755943,0.1572682185154836,0.030666666666666665,0.03,0.9982781205642562,True
Student-t (nu=5),20.0,1.0,150,0.8361753871188315,17.776734967717,777.9363311212611,0.07883680026529681,0.9339115928857398,0.0033333333333333335,0.654,0.38867739895100506,False
Student-t (nu=5),20.0,2.0,150,0.8999160212165754,13.981745416738098,596.2228560752711,0.07883680026529681,0.8716862182104539,0.0033333333333333335,0.4533333333333333,0.48186821664731044,False
Student-t (nu=5),20.0,5.0,150,0.9615138418104913,7.626352972513603,306.5108453529039,0.07883680026529681,0.2761540687685313,0.0033333333333333335,0.20866666666666667,0.6681568420041366,False
Student-t (nu=5),20.0,10.0,150,0.979454330021982,4.043441758021253,144.6477299548214,0.07883680026529681,0.18407775093695597,0.0033333333333333335,0.09333333333333334,0.808900999364949,False
Student-t (nu=5),20.0,20.0,150,0.9893537855283238,2.0562586431556,51.62112158156249,0.07883680026529681,0.18167124137243024,0.0033333333333333335,0.03,0.9375449117247684,False
Student-t (nu=3),1.0,1.0,150,0.9530436873162061,1.2991990549420107,9.927530820353548,0.7782713884784584,1.2985729565392208,0.48133333333333334,0.6646666666666666,0.9645525272704683,False
Student-t (nu=3),1.0,2.0,150,0.9869582043811707,1.0574351031182307,1.6593674538732357,0.7782713884784584,1.2355615463385787,0.48133333333333334,0.488,0.9979688881823267,True
Student-t (nu=3),1.0,5.0,150,0.9398744910403455,0.6303515710836165,13.150262631394094,0.7782713884784584,0.4181470236365775,0.48133333333333334,0.22066666666666668,0.927017034492594,False
Student-t (nu=3),1.0,10.0,150,0.826380874842795,0.41921112548293277,20.931883457773033,0.7782713884784584,0.1764367750111568,0.48133333333333334,0.10466666666666667,0.8120390839072921,False
Student-t (nu=3),1.0,20.0,150,0.6442767706372147,0.3313439748965398,25.482623598011518,0.7782713884784584,-0.03546274453126578,0.48133333333333334,0.029333333333333333,0.6767649351737762,False
Student-t (nu=3),2.0,1.0,150,0.8817475816466387,2.0084081224727326,40.3171593147853,0.33883603562042497,1.38977157638239,0.282,0.6646666666666666,0.8767585079712353,False
Student-t (nu=3),2.0,2.0,150,0.9413366538385491,1.6178795906468753,23.46772846085904,0.33883603562042497,1.360774578049419,0.282,0.488,0.9458435964332006,False
Student-t (nu=3),2.0,5.0,150,0.9877954399204398,0.907455756680522,5.809445247511461,0.33883603562042497,0.45125723584044314,0.282,0.22066666666666668,0.9938301681869075,False
Student-t (nu=3),2.0,10.0,150,0.9413102149307107,0.5231350458755795,21.207992364566298,0.33883603562042497,0.24420414795887635,0.282,0.10466666666666667,0.9221189571366195,False
Student-t (nu=3),2.0,20.0,150,0.803430509724429,0.33203021139511013,30.556764994693676,0.33883603562042497,0.04098253850645041,0.282,0.029333333333333333,0.8010823982809865,False
Student-t (nu=3),5.0,1.0,150,0.8309923490859693,4.544512147398486,152.49741346972672,0.0822653658971365,1.4113338149794974,0.098,0.6646666666666666,0.71462450187013,False
Student-t (nu=3),5.0,2.0,150,0.8914353985459754,3.6561159105796235,111.90131922407281,0.0822653658971365,1.3919175975731768,0.098,0.488,0.7953980347165931,False
Student-t (nu=3),5.0,5.0,150,0.969268720623182,2.0227650573253544,43.924075762519266,0.0822653658971365,0.45126521410791587,0.098,0.22066666666666668,0.9387908228511656,False
Student-t (nu=3),5.0,10.0,150,0.984342886512261,1.0997437869218207,5.195401741569619,0.0822653658971365,0.24826220990793985,0.098,0.10466666666666667,0.9950134627985586,True
Student-t (nu=3),5.0,20.0,150,0.9586273882805318,0.5865683765153324,21.514903151073,0.0822653658971365,0.15802646992047975,0.098,0.029333333333333333,0.9480118442612733,False
Student-t (nu=3),10.0,1.0,150,0.8194524872322134,8.98355302053588,347.43343157354786,0.07192106869900315,1.4162704035398563,0.029333333333333333,0.6646666666666666,0.5760814967825361,False
Student-t (nu=3),10.0,2.0,150,0.8785094521982486,7.231587093394603,266.94376429790765,0.07192106869900315,1.3993098111939541,0.029333333333333333,0.488,0.6556413291155482,False
Student-t (nu=3),10.0,5.0,150,0.9539734295838377,4.005656884465591,132.73248653196927,0.07192106869900315,0.4641995737920394,0.029333333333333333,0.22066666666666668,0.8190661137001333,False
Student-t (nu=3),10.0,10.0,150,0.9726989556252752,2.1691923719465507,51.86492310639859,0.07192106869900315,0.272017802447136,0.029333333333333333,0.10466666666666667,0.9331308160776729,False
Student-t (nu=3),10.0,20.0,150,0.9761573509833216,1.1198568948645067,6.745514322853778,0.07192106869900315,0.22652908218384363,0.029333333333333333,0.029333333333333333,0.9941757495070512,True
Student-t (nu=3),20.0,1.0,150,0.8144447735120882,17.904879234596333,739.5863671519103,0.06689199248516697,1.4178884547698447,0.008,0.6646666666666666,0.41866101650220217,False
Student-t (nu=3),20.0,2.0,150,0.8726916375367967,14.42004945721746,579.732837304884,0.06689199248516697,1.4023345248173784,0.008,0.488,0.4926635710426067,False
Student-t (nu=3),20.0,5.0,150,0.9457362764212391,8.002339565097369,312.8685077715971,0.06689199248516697,0.46979923892205633,0.008,0.22066666666666668,0.6565884726822234,False
Student-t (nu=3),20.0,10.0,150,0.9618553049519782,4.343017919732818,151.53269317656313,0.06689199248516697,0.2827095467959842,0.008,0.10466666666666667,0.7922513641049636,False
Student-t (nu=3),20.0,20.0,150,0.9664224061987685,2.2378664398595305,56.28164225445571,0.06689199248516697,0.2552674875665467,0.008,0.029333333333333333,0.9276375347854979,False
Skew-normal,1.0,1.0,150,0.9680043073716463,1.2350113624148287,9.381244011744009,0.6028883883639398,0.647745951804152,0.49133333333333334,0.6753333333333333,0.9708492563287261,False
Skew-normal,1.0,2.0,150,0.9995300000169411,0.9910202688798918,0.708991124601064,0.6028883883639398,0.5370914631102004,0.49133333333333334,0.482,0.9996500597770482,True
Skew-normal,1.0,5.0,150,0.9320674397675736,0.5814283094951068,15.03421796183947,0.6028883883639398,0.13598080196727583,0.49133333333333334,0.20866666666666667,0.9235502637671564,False
Skew-normal,1.0,10.0,150,0.8113087060001621,0.38038902522315826,22.868616883211402,0.6028883883639398,0.1399955180984597,0.49133333333333334,0.08533333333333333,0.8074862072321838,False
Skew-normal,1.0,20.0,150,0.6172494351261331,0.29881448687089684,27.3857852470099,0.6028883883639398,0.11932145256427393,0.49133333333333334,0.023333333333333334,0.6720120034790956,False
Skew-normal,2.0,1.0,150,0.9009043781466216,1.8957359971021628,40.791815398221395,0.31167515192189865,0.6771120264116226,0.2753333333333333,0.6753333333333333,0.8920496500985228,False
Skew-normal,2.0,2.0,150,0.9647737555415952,1.5064318469706914,22.647021757710032,0.31167515192189865,0.5489890916405924,0.2753333333333333,0.482,0.9592151497866147,False
Skew-normal,2.0,5.0,150,0.9944274986541902,0.832326587281116,7.3091367213901055,0.31167515192189865,0.04292667290965781,0.2753333333333333,0.20866666666666667,0.9914274295651752,False
Skew-normal,2.0,10.0,150,0.9415288259419712,0.4706019854600807,23.42100532311316,0.31167515192189865,-0.003977993590487422,0.2753333333333333,0.08533333333333333,0.9092003373740657,False
Skew-normal,2.0,20.0,150,0.7908744528738664,0.29481903258104497,32.655776964281216,0.31167515192189865,0.022812010042302017,0.2753333333333333,0.023333333333333334,0.78164742740756,False
Skew-normal,5.0,1.0,150,0.8518860730083224,4.3133297847463865,156.56974008400758,0.12139373869777434,0.6939036287591397,0.08933333333333333,0.6753333333333333,0.7364784262896076,False
Skew-normal,5.0,2.0,150,0.9170356485934786,3.423609349399547,112.71952829964202,0.12139373869777434,0.5557346005854275,0.08933333333333333,0.482,0.8186554960763976,False
Skew-normal,5.0,5.0,150,0.9823904231277661,1.8656692639277435,40.40437645667624,0.12139373869777434,0.01303845528310669,0.08933333333333333,0.20866666666666667,0.9498568956727889,False
Skew-normal,5.0,10.0,150,0.9980506918136831,0.9933646586939848,2.572175115028471,0.12139373869777434,-0.10540814489320822,0.08933333333333333,0.08533333333333333,0.998993541304797,True
Skew-normal,5.0,20.0,150,0.9701804882485432,0.516670613303712,24.22338297958899,0.12139373869777434,-0.04891441855240988,0.08933333333333333,0.023333333333333334,0.936353790273551,False
Skew-normal,10.0,1.0,150,0.8423824746349792,8.546697545702152,357.6107303333062,0.12032499736062295,0.6984382080192078,0.023333333333333334,0.6753333333333333,0.6026736604603962,False
Skew-normal,10.0,2.0,150,0.9061415276409138,6.78894318656075,270.8188282251026,0.12032499736062295,0.5564947525563321,0.023333333333333334,0.482,0.6865961971191699,False
Skew-normal,10.0,5.0,150,0.969512971202241,3.706225863690159,127.49511622186277,0.12032499736062295,0.009796613987101894,0.023333333333333334,0.20866666666666667,0.8382920024823551,False
Skew-normal,10.0,10.0,150,0.9894806635852497,1.9670210412820734,46.66498633763885,0.12032499736062295,-0.12580773951948407,0.023333333333333334,0.08533333333333333,0.9490004411167949,False
Skew-normal,10.0,20.0,150,0.997138448707445,0.9856174192806219,3.4181018934682172,0.12032499736062295,-0.08506958290958556,0.023333333333333334,0.023333333333333334,0.9986513310661851,True
Skew-normal,20.0,1.0,150,0.8390460622444258,17.065028713586887,761.7220000094572,0.11455019577663754,0.6987616759540359,0.0033333333333333335,0.6753333333333333,0.44804654993249154,False
Skew-normal,20.0,2.0,150,0.9020775064094119,13.562779703312051,589.0907489877278,0.11455019577663754,0.5548661793815746,0.0033333333333333335,0.482,0.5304355289680683,False
Skew-normal,20.0,5.0,150,0.9631350712149407,7.418742921880089,303.5873360403237,0.11455019577663754,0.0058526948989528335,0.0033333333333333335,0.20866666666666667,0.6841880064203947,False
Skew-normal,20.0,10.0,150,0.9801530997600938,3.9471900876008204,142.4631905203506,0.11455019577663754,-0.13885209976415908,0.0033333333333333335,0.08533333333333333,0.817018065205033,False
Skew-normal,20.0,20.0,150,0.990014884897939,1.9716427233745097,47.93910903127724,0.11455019577663754,-0.11440995639715916,0.0033333333333333335,0.023333333333333334,0.9464304415596517,False
Jump mixture,1.0,1.0,150,0.9662657704720051,1.2709110985305296,10.218470721658719,0.4901610795985995,0.6378191167761785,0.47533333333333333,0.6646666666666666,0.9656763526118104,False
Jump mixture,1.0,2.0,150,0.9995632808934768,0.9912104867310572,0.6757750293183528,0.4901610795985995,0.43568896940496066,0.47533333333333333,0.4666666666666667,0.9996127455105459,True
Jump mixture,1.0,5.0,150,0.9274922437748963,0.594679523227658,14.714458823302973,0.4901610795985995,-0.016875705526571794,0.47533333333333333,0.20666666666666667,0.9224945967319296,False
Jump mixture,1.0,10.0,150,0.7954822370839549,0.4040875623290764,22.35281504780088,0.4901610795985995,-0.06044755629728641,0.47533333333333333,0.08866666666666667,0.799557858431703,False
Jump mixture,1.0,20.0,150,0.6007249080066243,0.33062851919583375,26.723869266486417,0.4901610795985995,-0.15261359562618612,0.47533333333333333,0.021333333333333333,0.6548198830060961,False
Jump mixture,2.0,1.0,150,0.8928614165451448,1.9483898732718847,42.11482751369005,0.18368136304670157,0.6867473208144627,0.2633333333333333,0.6646666666666666,0.8797038025204141,False
Jump mixture,2.0,2.0,150,0.9631882887720205,1.4989570726181296,22.3214440752595,0.18368136304670157,0.4774128549912624,0.2633333333333333,0.4666666666666667,0.9574765062832182,False
Jump mixture,2.0,5.0,150,0.9934941494962772,0.840899702182924,7.028836088167067,0.18368136304670157,-0.10299044907107142,0.2633333333333333,0.20666666666666667,0.9911713513627266,False
Jump mixture,2.0,10.0,150,0.934056864523951,0.48675399709697714,22.749869502865554,0.18368136304670157,-0.21066058672350546,0.2633333333333333,0.08866666666666667,0.9028710224670208,False
Jump mixture,2.0,20.0,150,0.7710411049882512,0.3172588281139358,31.72375069702473,0.18368136304670157,-0.21597324649894806,0.2633333333333333,0.021333333333333333,0.7684863037856873,False
Jump mixture,5.0,1.0,150,0.837324737606534,4.40537346469916,158.28136735921456,-0.039695760479953074,0.7117115583284825,0.088,0.6646666666666666,0.7177584820505665,False
Jump mixture,5.0,2.0,150,0.9102949613008123,3.3813713510897223,110.55061161521965,-0.039695760479953074,0.499172870495085,0.088,0.4666666666666667,0.8111491869244678,False
Jump mixture,5.0,5.0,150,0.9819772155781978,1.8619074165922829,39.69335148428241,-0.039695760479953074,-0.10425369532796183,0.088,0.20666666666666667,0.9464445609321416,False
Jump mixture,5.0,10.0,150,0.9977474814809401,1.002412138135836,2.685921953353085,-0.039695760479953074,-0.293259926623127,0.088,0.08866666666666667,0.9988502832945335,True
Jump mixture,5.0,20.0,150,0.9678827785958385,0.5285226141224486,23.333480682790636,-0.039695760479953074,-0.22128237395127007,0.088,0.021333333333333333,0.9388728477125708,False
Jump mixture,10.0,1.0,150,0.8259909364703834,8.716715051190128,359.1870514220255,-0.04228693246461208,0.714556717629039,0.024666666666666667,0.6646666666666666,0.5755308150483821,False
Jump mixture,10.0,2.0,150,0.8974054409009433,6.694299451395098,264.7560553397959,-0.04228693246461208,0.500001272016275,0.024666666666666667,0.4666666666666667,0.669676824970624,False
Jump mixture,10.0,5.0,150,0.96738220258429,3.6882104159466698,124.40472914186468,-0.04228693246461208,-0.10763962511641087,0.024666666666666667,0.20666666666666667,0.8294508903628849,False
Jump mixture,10.0,10.0,150,0.9881400640896963,1.974733483499975,45.708753311332366,-0.04228693246461208,-0.3158763508359467,0.024666666666666667,0.08866666666666667,0.9502690770124591,False
Jump mixture,10.0,20.0,150,0.9965213655362021,0.9966477103925624,3.6279340321510443,-0.04228693246461208,-0.2779069181582728,0.024666666666666667,0.021333333333333333,0.998403629874053,True
Jump mixture,20.0,1.0,150,0.8220439167886131,17.396215028410378,763.8962607059451,-0.04364126315870911,0.7153710106540717,0.004666666666666667,0.6646666666666666,0.42085399341604973,False
Jump mixture,20.0,2.0,150,0.8925809369823468,13.36708993957657,576.0941819466568,-0.04364126315870911,0.5000889014985999,0.004666666666666667,0.4666666666666667,0.5115358143809924,False
Jump mixture,20.0,5.0,150,0.9604122781375622,7.375716159719528,296.39550548747155,-0.04364126315870911,-0.10883623538984072,0.004666666666666667,0.20666666666666667,0.6748919996451881,False
Jump mixture,20.0,10.0,150,0.9783358913952893,3.9572161713315266,139.33029334143026,-0.04364126315870911,-0.32312531888539303,0.004666666666666667,0.08866666666666667,0.825994608719621,False
Jump mixture,20.0,20.0,150,0.9891179548003244,1.989305086132901,47.65590400612319,-0.04364126315870911,-0.29752737841774707,0.004666666666666667,0.021333333333333333,0.9484666257736128,False
